Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
04-05-2022,S003,P0020,Groceries,South,295,209,172,210.49,94.06,20,Rainy,1,89.98,Winter
27-01-2022,S005,P0015,Electronics,North,190,106,35,103.78,20.82,5,Rainy,1,16.63,Summer
09-01-2022,S001,P0016,Electronics,East,458,98,52,100.51,52.49,5,Cloudy,1,49.14,Spring
07-03-2022,S001,P0001,Toys,North,380,348,80,360.31,98.99,5,Rainy,0,97.93,Autumn
09-03-2022,S004,P0003,Furniture,South,492,427,67,420.51,26.0,15,Rainy,0,26.42,Autumn
18-04-2022,S004,P0004,Furniture,North,465,279,32,288.45,54.89,0,Snowy,1,59.78,Summer
15-03-2022,S002,P0003,Electronics,North,217,1,198,13.36,13.79,5,Sunny,0,11.39,Summer
22-01-2022,S002,P0012,Furniture,East,101,64,146,79.36,16.56,5,Cloudy,1,13.0,Summer
18-01-2022,S005,P0018,Furniture,West,217,84,50,84.32,47.83,20,Rainy,1,50.8,Summer
17-04-2022,S002,P0006,Electronics,East,291,126,52,124.58,18.05,15,Rainy,1,21.68,Winter
19-03-2022,S002,P0008,Electronics,West,102,92,117,93.09,74.73,20,Snowy,1,76.26,Summer
15-02-2022,S004,P0016,Clothing,North,420,116,99,127.64,93.8,20,Cloudy,0,98.6,Spring
21-02-2022,S005,P0011,Electronics,West,430,90,178,109.98,42.49,0,Snowy,1,38.3,Autumn
01-02-2022,S002,P0003,Groceries,East,349,287,37,300.65,15.95,10,Sunny,0,14.46,Autumn
17-03-2022,S003,P0001,Toys,East,169,148,65,146.12,70.19,10,Sunny,0,70.93,Autumn
28-02-2022,S003,P0014,Electronics,East,469,254,76,256.11,59.84,10,Cloudy,1,61.41,Winter
23-02-2022,S004,P0006,Toys,North,281,3,124,18.53,73.35,0,Rainy,0,78.01,Summer
01-04-2022,S003,P0004,Clothing,South,197,36,191,33.7,99.65,10,Sunny,1,94.77,Spring
12-02-2022,S004,P0016,Clothing,West,406,124,183,126.86,95.0,5,Rainy,0,92.61,Autumn
19-05-2022,S005,P0012,Toys,West,393,27,140,40.54,56.93,10,Snowy,0,55.91,Summer
31-01-2022,S005,P0010,Groceries,West,419,119,54,134.57,22.14,10,Snowy,1,24.53,Autumn
11-05-2022,S005,P0014,Electronics,East,188,74,133,78.99,20.2,0,Cloudy,1,22.62,Autumn
08-05-2022,S001,P0011,Furniture,North,277,263,35,259.07,30.75,20,Sunny,1,32.24,Spring
30-05-2022,S004,P0016,Groceries,West,399,300,169,306.82,82.08,20,Snowy,1,80.01,Autumn
07-04-2022,S001,P0010,Groceries,West,485,404,71,400.19,58.32,10,Sunny,1,55.63,Spring
22-02-2022,S003,P0014,Furniture,West,336,314,191,323.69,80.29,5,Cloudy,0,78.31,Autumn
03-01-2022,S002,P0018,Clothing,South,365,213,106,208.31,29.88,20,Rainy,1,25.73,Autumn
16-01-2022,S002,P0013,Groceries,East,140,54,182,45.48,14.79,0,Rainy,0,14.48,Autumn
22-05-2022,S002,P0018,Toys,West,440,150,121,165.02,75.14,0,Cloudy,1,78.16,Summer
26-03-2022,S001,P0003,Toys,East,348,156,26,150.45,99.41,0,Snowy,0,98.01,Summer
04-02-2022,S001,P0011,Clothing,North,148,137,41,148.87,62.39,0,Rainy,1,60.74,Winter
29-01-2022,S002,P0012,Clothing,South,260,162,25,163.62,19.26,20,Sunny,0,18.62,Winter
17-05-2022,S004,P0013,Clothing,East,378,37,106,38.62,18.9,5,Rainy,1,16.16,Summer
19-03-2022,S004,P0020,Clothing,East,135,55,163,66.7,81.89,5,Sunny,1,82.74,Summer
16-01-2022,S002,P0016,Groceries,North,379,351,110,341.34,51.65,10,Rainy,0,51.08,Winter
18-05-2022,S004,P0005,Electronics,West,92,89,135,81.32,62.86,15,Sunny,0,59.66,Spring
08-02-2022,S004,P0020,Electronics,West,204,161,177,153.63,65.26,20,Cloudy,1,63.49,Summer
16-03-2022,S002,P0016,Toys,North,138,48,31,67.06,59.92,15,Cloudy,1,58.22,Spring
23-02-2022,S001,P0003,Toys,East,298,169,44,183.32,79.42,10,Sunny,0,75.46,Summer
31-03-2022,S001,P0010,Furniture,South,343,25,91,27.03,80.1,20,Cloudy,0,80.02,Summer
09-05-2022,S003,P0017,Toys,North,179,46,133,46.0,29.44,20,Cloudy,0,27.3,Autumn
05-04-2022,S001,P0008,Clothing,West,276,6,104,3.6,12.55,15,Rainy,1,11.08,Spring
13-01-2022,S005,P0020,Furniture,West,458,251,42,241.62,55.46,0,Cloudy,0,53.38,Autumn
09-03-2022,S002,P0020,Toys,West,393,176,169,169.48,25.76,0,Snowy,1,24.49,Summer
04-03-2022,S004,P0014,Groceries,West,391,32,191,46.5,98.09,5,Cloudy,1,96.51,Summer
24-02-2022,S005,P0020,Groceries,East,135,107,88,109.89,18.61,10,Rainy,1,16.39,Summer
03-04-2022,S002,P0011,Groceries,South,74,4,165,22.21,26.71,5,Sunny,0,28.63,Spring
30-05-2022,S004,P0010,Toys,East,202,146,131,155.05,13.61,20,Sunny,0,10.35,Spring
11-04-2022,S003,P0007,Toys,North,325,121,45,113.48,74.28,20,Snowy,0,71.39,Autumn
11-03-2022,S002,P0015,Groceries,South,138,70,193,65.84,88.99,0,Snowy,0,88.05,Winter
23-03-2022,S005,P0004,Toys,North,289,52,29,46.81,14.74,5,Sunny,0,16.39,Spring
18-04-2022,S001,P0002,Clothing,South,319,274,99,269.27,45.2,10,Snowy,0,47.76,Winter
01-05-2022,S001,P0003,Clothing,North,182,7,198,7.27,10.93,20,Cloudy,0,13.28,Autumn
15-01-2022,S005,P0001,Toys,East,409,120,190,131.74,12.0,20,Cloudy,1,15.45,Winter
28-01-2022,S005,P0014,Groceries,West,187,40,123,34.08,50.48,15,Snowy,1,52.24,Spring
17-01-2022,S001,P0002,Toys,North,236,152,181,169.21,26.66,10,Rainy,1,23.33,Winter
27-05-2022,S004,P0015,Furniture,South,480,12,94,5.1,40.94,5,Cloudy,1,41.61,Winter
20-02-2022,S005,P0012,Furniture,North,486,109,103,119.0,44.25,5,Snowy,0,45.86,Spring
21-03-2022,S005,P0004,Furniture,North,324,187,148,192.81,69.5,5,Rainy,1,72.28,Winter
12-03-2022,S004,P0008,Toys,South,363,302,149,293.23,63.9,10,Cloudy,0,65.18,Winter
10-03-2022,S001,P0005,Toys,South,198,32,83,22.98,22.34,15,Rainy,0,19.81,Autumn
24-01-2022,S002,P0010,Furniture,North,110,71,190,70.36,60.21,20,Cloudy,0,55.33,Winter
27-03-2022,S003,P0013,Furniture,North,484,158,174,169.51,79.88,15,Sunny,1,75.65,Autumn
25-03-2022,S002,P0018,Toys,West,159,91,194,89.56,61.27,20,Cloudy,0,59.78,Spring
03-04-2022,S003,P0008,Furniture,South,452,425,125,428.91,12.3,0,Sunny,1,12.8,Summer
18-04-2022,S005,P0002,Electronics,North,212,163,30,180.75,46.17,0,Snowy,0,46.48,Summer
06-02-2022,S004,P0002,Groceries,West,58,31,145,21.74,66.12,15,Cloudy,1,68.79,Winter
26-03-2022,S002,P0018,Electronics,South,259,250,155,249.64,72.5,0,Sunny,1,69.83,Winter
03-05-2022,S004,P0008,Groceries,West,436,429,156,430.36,71.56,0,Sunny,1,76.09,Summer
06-01-2022,S003,P0016,Groceries,North,385,316,183,326.93,41.15,0,Rainy,1,42.58,Spring
18-02-2022,S002,P0006,Groceries,West,223,42,200,45.82,41.74,10,Sunny,0,40.45,Winter
12-01-2022,S004,P0004,Clothing,East,79,4,156,23.49,60.78,20,Rainy,1,62.27,Spring
26-02-2022,S005,P0001,Groceries,North,305,132,53,125.88,48.35,5,Sunny,1,49.07,Autumn
06-04-2022,S005,P0010,Furniture,North,84,4,161,19.83,13.53,10,Cloudy,1,12.64,Winter
17-02-2022,S001,P0016,Toys,West,222,71,60,69.46,71.55,0,Sunny,0,68.83,Autumn
04-01-2022,S005,P0018,Groceries,East,482,118,168,137.7,34.44,10,Cloudy,0,33.51,Spring
27-04-2022,S002,P0012,Furniture,West,359,140,96,148.5,44.36,0,Sunny,1,47.66,Winter
26-01-2022,S001,P0007,Groceries,South,304,168,179,181.36,51.6,5,Cloudy,1,51.68,Autumn
13-05-2022,S001,P0003,Furniture,South,168,128,176,137.18,14.54,15,Cloudy,0,10.96,Summer
08-02-2022,S002,P0017,Groceries,South,275,110,100,113.46,56.35,15,Cloudy,1,52.5,Summer
21-05-2022,S002,P0006,Toys,East,466,164,88,180.99,32.77,5,Snowy,1,29.44,Winter
02-04-2022,S005,P0014,Electronics,West,73,2,39,15.78,39.51,5,Cloudy,0,44.38,Spring
31-01-2022,S001,P0011,Toys,South,316,236,65,251.24,93.43,5,Cloudy,0,97.2,Autumn
13-04-2022,S002,P0007,Toys,South,304,104,111,112.37,41.01,20,Cloudy,0,39.56,Autumn
08-01-2022,S002,P0004,Groceries,East,414,298,93,291.97,41.52,20,Cloudy,0,42.35,Autumn
04-01-2022,S001,P0001,Groceries,South,85,58,193,52.87,77.88,15,Cloudy,1,75.99,Winter
06-05-2022,S005,P0011,Groceries,East,351,312,24,321.71,42.59,0,Rainy,1,45.9,Winter
31-03-2022,S001,P0009,Groceries,South,500,65,33,68.74,93.35,0,Rainy,1,91.33,Winter
15-03-2022,S002,P0009,Furniture,North,248,231,46,232.6,10.74,20,Cloudy,0,15.46,Winter
12-02-2022,S005,P0015,Groceries,North,326,284,119,293.43,98.0,10,Sunny,0,98.87,Winter
23-03-2022,S001,P0014,Groceries,West,311,144,152,135.72,64.73,15,Sunny,0,65.01,Summer
11-02-2022,S005,P0006,Clothing,South,106,80,155,86.29,27.19,10,Sunny,1,29.15,Winter
15-05-2022,S005,P0009,Clothing,East,172,65,68,79.99,52.09,15,Sunny,1,50.5,Spring
11-03-2022,S003,P0015,Toys,South,324,2,52,17.76,55.46,15,Rainy,0,50.63,Autumn
24-03-2022,S004,P0010,Clothing,North,173,164,100,171.07,92.92,10,Rainy,0,93.58,Summer
28-05-2022,S003,P0011,Groceries,North,180,7,135,8.13,61.02,15,Cloudy,0,60.87,Winter
01-02-2022,S003,P0003,Groceries,West,321,47,45,66.87,17.49,15,Snowy,0,21.31,Winter
10-04-2022,S002,P0020,Toys,West,235,11,40,29.42,20.34,20,Cloudy,1,17.16,Autumn
24-05-2022,S002,P0008,Toys,West,112,34,46,50.45,58.54,0,Snowy,1,55.65,Autumn
23-04-2022,S001,P0007,Groceries,North,223,102,125,111.03,50.1,10,Sunny,0,55.06,Winter
02-02-2022,S001,P0006,Furniture,North,403,370,164,370.57,31.3,5,Sunny,0,28.09,Autumn
19-02-2022,S003,P0016,Clothing,East,376,72,83,74.88,88.5,5,Rainy,0,84.67,Autumn
15-02-2022,S005,P0003,Clothing,West,155,146,148,158.82,53.03,10,Rainy,1,48.86,Autumn
17-05-2022,S001,P0002,Electronics,East,242,145,97,139.89,10.72,5,Rainy,0,8.39,Autumn
15-03-2022,S004,P0008,Clothing,North,248,179,78,180.66,56.1,15,Cloudy,0,60.76,Summer
30-05-2022,S003,P0006,Furniture,West,327,113,122,126.97,65.95,5,Sunny,1,70.73,Spring
08-04-2022,S004,P0011,Clothing,South,210,9,107,14.54,86.39,5,Rainy,1,89.36,Spring
27-05-2022,S005,P0012,Furniture,North,361,177,107,178.69,69.73,0,Rainy,0,74.24,Summer
13-05-2022,S003,P0002,Electronics,West,192,179,70,184.21,57.72,5,Rainy,0,62.04,Autumn
16-03-2022,S002,P0014,Furniture,North,198,113,51,114.83,14.82,20,Rainy,1,10.05,Winter
19-03-2022,S001,P0005,Groceries,East,337,32,50,24.27,83.23,20,Cloudy,0,82.48,Summer
03-05-2022,S004,P0020,Furniture,North,473,294,44,300.3,31.46,15,Snowy,0,31.22,Autumn
12-01-2022,S003,P0013,Toys,East,262,63,79,53.02,78.14,5,Cloudy,0,79.39,Summer
30-05-2022,S005,P0007,Furniture,South,404,74,40,89.66,30.55,20,Rainy,1,27.43,Winter
11-03-2022,S004,P0006,Groceries,East,101,88,171,100.6,51.68,20,Cloudy,1,55.67,Autumn
13-01-2022,S001,P0013,Toys,North,158,80,163,78.09,60.98,10,Rainy,1,64.65,Autumn
15-02-2022,S001,P0004,Electronics,North,405,29,32,27.76,33.81,15,Rainy,0,30.1,Winter
12-03-2022,S003,P0016,Toys,East,450,273,145,267.55,37.2,15,Sunny,0,32.44,Summer
12-04-2022,S001,P0019,Electronics,East,353,212,182,208.62,89.25,20,Rainy,0,90.74,Autumn
03-05-2022,S005,P0018,Clothing,East,494,210,59,211.78,79.14,0,Cloudy,0,76.29,Spring
26-05-2022,S003,P0014,Clothing,West,245,135,188,125.56,60.06,20,Snowy,1,60.66,Spring
28-02-2022,S005,P0015,Clothing,East,198,189,173,184.27,55.49,10,Cloudy,0,58.97,Summer
02-05-2022,S002,P0008,Clothing,South,105,70,198,77.77,41.43,15,Snowy,1,44.51,Spring
28-03-2022,S002,P0018,Furniture,West,461,456,153,469.12,92.17,20,Cloudy,0,95.55,Winter
20-05-2022,S002,P0009,Groceries,East,238,169,115,169.33,18.95,15,Rainy,0,21.27,Summer
24-02-2022,S002,P0008,Clothing,North,86,45,47,62.72,12.58,5,Rainy,1,10.3,Winter
17-05-2022,S005,P0018,Electronics,East,448,277,197,271.95,57.77,10,Cloudy,1,57.62,Summer
20-04-2022,S002,P0015,Electronics,South,145,128,129,124.75,41.74,10,Rainy,0,43.31,Winter
07-01-2022,S004,P0006,Groceries,East,453,343,61,355.68,59.12,20,Cloudy,0,60.54,Summer
16-05-2022,S002,P0014,Furniture,West,454,192,123,210.95,15.74,15,Sunny,0,13.67,Spring
14-03-2022,S001,P0017,Furniture,South,378,266,50,265.49,67.01,15,Snowy,1,67.3,Winter
01-03-2022,S005,P0015,Clothing,East,193,179,173,191.48,37.82,15,Cloudy,1,38.87,Spring
07-01-2022,S003,P0003,Clothing,South,92,4,87,20.75,85.2,0,Sunny,1,90.12,Summer
19-05-2022,S004,P0015,Electronics,South,80,48,26,52.88,97.19,20,Snowy,1,96.05,Autumn
07-02-2022,S004,P0008,Toys,West,310,14,56,29.19,42.81,5,Snowy,1,47.11,Spring
12-02-2022,S004,P0013,Electronics,East,117,59,179,51.55,91.65,15,Snowy,1,94.77,Summer
24-05-2022,S003,P0007,Toys,West,289,57,28,56.76,82.67,0,Rainy,0,80.8,Winter
26-05-2022,S001,P0008,Groceries,East,373,317,26,312.01,19.91,10,Sunny,0,19.29,Spring
03-03-2022,S002,P0004,Electronics,East,269,264,30,269.19,72.94,5,Snowy,0,76.64,Summer
25-03-2022,S002,P0012,Groceries,North,383,34,105,42.28,28.44,10,Snowy,0,31.97,Autumn
08-01-2022,S005,P0007,Toys,South,112,93,177,105.58,42.82,5,Sunny,0,45.41,Summer
29-01-2022,S003,P0018,Clothing,North,483,412,79,428.29,19.37,15,Sunny,0,17.8,Summer
03-03-2022,S001,P0013,Electronics,East,280,71,121,69.92,94.68,5,Sunny,1,95.43,Summer
17-04-2022,S001,P0013,Groceries,South,272,241,146,231.28,50.55,15,Snowy,1,46.67,Winter
02-02-2022,S001,P0003,Furniture,West,132,28,38,36.72,68.98,5,Snowy,1,68.57,Spring
10-05-2022,S002,P0012,Toys,South,200,87,169,97.48,86.97,20,Sunny,1,84.56,Autumn
31-03-2022,S001,P0017,Groceries,North,336,189,35,190.34,92.79,15,Sunny,0,90.41,Summer
14-04-2022,S001,P0016,Furniture,North,82,48,76,67.76,63.18,5,Snowy,0,66.27,Winter
18-03-2022,S001,P0001,Electronics,North,282,150,41,142.21,47.2,15,Snowy,0,43.88,Autumn
11-02-2022,S005,P0008,Furniture,East,436,81,60,77.53,45.5,0,Rainy,0,45.24,Winter
20-03-2022,S003,P0014,Clothing,West,435,84,48,93.62,99.02,10,Snowy,0,95.53,Winter
13-05-2022,S003,P0017,Toys,North,356,292,32,305.14,24.2,20,Snowy,1,20.45,Winter
05-05-2022,S002,P0012,Electronics,West,298,241,60,235.91,39.71,5,Sunny,1,43.33,Spring
18-02-2022,S002,P0005,Toys,North,111,12,188,2.61,69.13,0,Cloudy,0,68.66,Winter
25-03-2022,S002,P0013,Electronics,South,329,181,167,192.33,64.21,20,Rainy,0,61.76,Summer
02-03-2022,S004,P0008,Toys,South,399,95,24,88.63,16.62,20,Cloudy,0,11.93,Summer
30-01-2022,S001,P0006,Furniture,South,291,62,123,71.16,70.85,10,Sunny,1,69.41,Winter
16-02-2022,S002,P0007,Furniture,East,273,56,172,73.23,76.8,10,Snowy,1,76.5,Summer
07-04-2022,S002,P0016,Groceries,East,420,92,43,106.06,58.32,15,Cloudy,0,55.65,Summer
10-01-2022,S005,P0017,Furniture,East,308,266,164,259.6,31.07,20,Rainy,1,30.57,Summer
13-03-2022,S002,P0012,Furniture,South,484,199,34,211.04,66.91,10,Snowy,1,70.63,Winter
16-05-2022,S001,P0014,Toys,East,164,69,81,79.8,13.79,20,Snowy,0,14.11,Autumn
26-05-2022,S001,P0014,Toys,North,256,138,72,144.64,60.13,0,Cloudy,0,63.36,Autumn
14-03-2022,S003,P0007,Clothing,West,172,111,80,130.16,82.17,0,Cloudy,1,85.9,Summer
18-04-2022,S001,P0003,Electronics,North,470,42,145,34.15,34.2,0,Snowy,0,30.71,Spring
06-03-2022,S001,P0009,Clothing,North,429,77,81,89.29,42.25,5,Sunny,1,40.1,Autumn
19-03-2022,S005,P0008,Furniture,South,455,82,121,78.99,13.34,0,Snowy,1,11.08,Summer
04-03-2022,S003,P0011,Clothing,West,181,117,30,128.06,56.33,15,Snowy,0,52.43,Winter
03-04-2022,S001,P0006,Groceries,East,275,232,36,245.03,13.73,5,Cloudy,1,18.1,Summer
22-03-2022,S003,P0016,Clothing,West,359,266,165,280.36,23.24,10,Snowy,1,19.1,Winter
23-05-2022,S005,P0017,Furniture,West,81,59,32,62.85,99.3,5,Cloudy,1,102.06,Autumn
25-02-2022,S002,P0004,Furniture,East,380,213,180,203.44,61.64,20,Sunny,0,57.21,Winter
11-05-2022,S005,P0010,Electronics,North,86,47,154,41.2,97.11,5,Sunny,0,97.03,Spring
17-03-2022,S001,P0006,Electronics,North,64,48,76,47.85,58.63,0,Rainy,1,55.62,Spring
02-01-2022,S003,P0017,Toys,South,456,52,78,65.67,29.69,20,Snowy,0,25.27,Summer
09-04-2022,S004,P0009,Furniture,North,292,55,129,66.64,45.68,0,Cloudy,0,44.21,Winter
31-01-2022,S005,P0006,Clothing,East,159,27,146,29.69,46.52,10,Rainy,0,42.3,Summer
15-04-2022,S002,P0006,Furniture,North,384,85,126,101.06,74.89,0,Rainy,1,73.84,Autumn
16-01-2022,S003,P0013,Furniture,West,472,180,189,177.96,69.18,0,Cloudy,0,67.86,Spring
29-03-2022,S004,P0015,Furniture,East,238,191,27,205.59,45.7,10,Snowy,1,48.81,Summer
26-05-2022,S005,P0019,Electronics,South,252,172,112,188.2,92.01,15,Cloudy,0,93.13,Winter
05-01-2022,S005,P0016,Electronics,West,371,343,98,350.28,58.21,20,Rainy,0,57.49,Spring
24-01-2022,S002,P0002,Electronics,South,430,166,41,185.97,24.87,20,Cloudy,1,22.99,Spring
10-01-2022,S001,P0013,Clothing,North,495,284,188,294.19,86.6,10,Sunny,1,83.44,Autumn
01-04-2022,S003,P0005,Electronics,East,263,258,126,273.65,81.74,20,Snowy,0,81.69,Summer
02-01-2022,S003,P0012,Groceries,West,260,1,142,1.99,27.86,5,Snowy,1,31.78,Winter
13-05-2022,S004,P0011,Furniture,East,387,246,138,241.57,13.66,5,Cloudy,0,15.03,Autumn
24-04-2022,S004,P0020,Electronics,South,246,63,155,82.87,84.08,20,Rainy,0,84.87,Spring
13-04-2022,S003,P0004,Toys,South,334,232,171,240.84,40.02,20,Snowy,0,35.9,Spring
18-01-2022,S002,P0019,Clothing,West,118,59,94,68.37,22.1,15,Cloudy,0,19.41,Spring
31-01-2022,S001,P0002,Electronics,South,411,363,63,375.34,80.69,0,Cloudy,1,76.02,Spring
03-04-2022,S004,P0004,Electronics,East,486,120,34,113.25,49.17,0,Snowy,0,49.08,Winter
11-03-2022,S004,P0002,Groceries,North,317,253,88,258.75,70.71,5,Rainy,0,73.83,Autumn
16-05-2022,S002,P0004,Clothing,South,96,28,120,41.18,73.82,15,Sunny,1,72.07,Autumn
29-01-2022,S005,P0004,Toys,West,50,13,200,21.97,10.63,15,Rainy,1,13.25,Winter
07-02-2022,S002,P0001,Toys,East,409,388,20,387.13,27.27,10,Cloudy,1,29.87,Summer
13-03-2022,S002,P0008,Clothing,South,297,55,194,63.33,54.65,15,Rainy,1,51.04,Spring
09-01-2022,S005,P0009,Toys,South,249,207,176,199.24,88.92,15,Snowy,0,87.53,Spring
24-02-2022,S004,P0012,Furniture,North,437,207,111,219.49,38.7,5,Rainy,0,41.88,Spring
02-02-2022,S001,P0002,Electronics,South,438,170,77,183.49,49.22,15,Cloudy,0,48.08,Spring
07-04-2022,S005,P0017,Groceries,West,388,77,184,85.32,80.79,5,Snowy,1,76.75,Winter
18-02-2022,S002,P0004,Clothing,South,492,84,93,96.44,27.46,20,Sunny,0,28.5,Spring
17-02-2022,S001,P0005,Clothing,South,269,22,36,41.7,21.39,5,Sunny,0,17.09,Winter
04-01-2022,S003,P0004,Clothing,West,294,165,43,164.1,99.12,10,Rainy,0,97.69,Summer
11-02-2022,S002,P0017,Toys,West,223,215,95,215.99,84.22,20,Sunny,0,86.76,Summer
18-04-2022,S005,P0011,Groceries,West,500,374,83,380.52,71.11,10,Cloudy,0,72.69,Winter
01-02-2022,S005,P0009,Furniture,North,432,118,134,122.35,40.16,15,Sunny,1,43.64,Summer
15-02-2022,S002,P0003,Clothing,East,156,112,129,126.61,57.73,20,Snowy,0,60.48,Autumn
23-01-2022,S002,P0004,Furniture,East,299,157,98,162.8,82.94,5,Rainy,1,79.8,Summer
22-01-2022,S002,P0002,Electronics,North,63,58,23,64.4,50.04,0,Snowy,1,52.23,Summer
10-03-2022,S003,P0019,Clothing,South,159,11,181,21.1,81.47,15,Rainy,1,84.67,Autumn
14-04-2022,S005,P0006,Groceries,South,337,9,98,15.24,27.64,0,Rainy,1,27.52,Winter
07-04-2022,S004,P0010,Clothing,West,256,70,123,72.77,49.82,20,Cloudy,1,49.01,Summer
31-03-2022,S001,P0014,Electronics,North,287,152,152,159.59,30.44,5,Cloudy,1,34.94,Autumn
29-04-2022,S003,P0020,Furniture,North,420,5,165,11.74,54.2,20,Snowy,0,49.76,Autumn
15-03-2022,S004,P0007,Groceries,East,181,23,169,23.51,56.81,15,Snowy,0,53.99,Spring
30-05-2022,S002,P0005,Electronics,East,265,52,61,68.86,90.93,10,Cloudy,0,89.14,Summer
17-02-2022,S002,P0015,Furniture,East,412,11,150,26.09,88.75,0,Cloudy,1,88.97,Spring
15-01-2022,S004,P0006,Groceries,North,76,27,71,30.56,29.71,5,Sunny,1,26.96,Winter
15-02-2022,S005,P0014,Furniture,East,148,141,104,160.17,67.59,0,Snowy,1,64.08,Winter
05-02-2022,S004,P0006,Groceries,South,72,19,138,19.38,36.19,20,Snowy,1,39.51,Winter
28-02-2022,S003,P0001,Furniture,South,151,74,161,71.73,66.59,10,Snowy,1,67.5,Winter
03-01-2022,S005,P0004,Groceries,South,475,351,132,358.12,59.76,5,Cloudy,0,57.14,Spring
20-05-2022,S001,P0010,Furniture,North,283,33,54,45.59,56.41,15,Snowy,0,57.88,Spring
03-03-2022,S004,P0016,Electronics,South,382,58,43,70.67,47.84,0,Sunny,0,51.96,Winter
13-04-2022,S005,P0011,Clothing,East,384,129,54,145.11,89.29,0,Snowy,0,86.87,Winter
11-02-2022,S003,P0012,Toys,South,484,118,93,125.0,29.14,10,Sunny,0,32.77,Winter
26-05-2022,S001,P0002,Clothing,South,71,15,70,15.32,46.19,10,Rainy,1,44.65,Spring
31-03-2022,S005,P0019,Clothing,North,84,51,45,47.75,12.31,10,Snowy,0,10.62,Summer
15-03-2022,S004,P0017,Furniture,North,383,91,181,105.57,54.67,10,Sunny,0,52.35,Summer
27-03-2022,S003,P0003,Groceries,North,84,40,51,46.71,79.38,20,Cloudy,1,83.08,Spring
20-05-2022,S002,P0013,Furniture,West,486,99,49,115.62,88.05,15,Rainy,0,89.6,Summer
29-03-2022,S004,P0005,Electronics,West,418,375,62,374.16,48.45,20,Rainy,0,47.44,Autumn
01-02-2022,S004,P0002,Furniture,East,217,18,66,15.34,18.22,15,Rainy,1,14.76,Spring
27-01-2022,S002,P0011,Electronics,North,91,70,70,71.48,26.57,20,Cloudy,1,27.44,Spring
29-04-2022,S003,P0011,Furniture,West,396,169,35,186.18,32.09,0,Sunny,1,30.02,Autumn
08-05-2022,S004,P0006,Groceries,North,417,339,59,350.27,62.39,20,Cloudy,1,62.13,Autumn
14-04-2022,S005,P0015,Toys,South,194,135,87,127.71,74.44,0,Snowy,0,72.72,Spring
13-01-2022,S001,P0004,Toys,South,229,70,178,81.75,61.99,15,Cloudy,0,59.74,Winter
17-05-2022,S004,P0019,Electronics,North,89,87,49,100.45,57.63,10,Sunny,1,53.58,Spring
12-04-2022,S004,P0006,Groceries,North,250,222,111,218.0,67.9,5,Cloudy,1,68.58,Summer
07-01-2022,S001,P0017,Furniture,South,299,66,185,74.5,13.81,0,Snowy,1,9.33,Spring
01-02-2022,S001,P0015,Clothing,East,410,200,20,202.33,88.93,20,Rainy,0,84.72,Winter
02-05-2022,S002,P0006,Groceries,South,258,243,82,243.16,54.67,5,Sunny,1,55.71,Autumn
16-03-2022,S005,P0002,Toys,North,110,108,136,127.48,54.37,20,Snowy,1,52.95,Winter
04-04-2022,S002,P0011,Furniture,South,309,179,169,186.97,24.82,20,Snowy,0,28.35,Autumn
28-01-2022,S002,P0009,Electronics,North,137,90,134,94.51,52.05,15,Cloudy,1,49.5,Winter
02-05-2022,S003,P0002,Clothing,South,120,120,195,129.65,74.93,10,Cloudy,1,71.79,Winter
15-05-2022,S002,P0018,Toys,South,72,62,142,66.47,48.58,10,Sunny,0,50.68,Winter
09-04-2022,S005,P0016,Electronics,South,332,17,99,8.99,11.38,5,Cloudy,0,7.45,Spring
14-01-2022,S003,P0018,Clothing,East,431,18,167,15.61,70.63,20,Cloudy,0,69.89,Spring
06-04-2022,S004,P0008,Electronics,North,254,88,172,95.5,19.97,20,Rainy,0,17.37,Winter
19-03-2022,S005,P0019,Furniture,North,365,285,54,276.06,77.74,0,Cloudy,1,81.5,Winter
26-04-2022,S004,P0001,Electronics,East,278,18,142,26.93,62.7,5,Rainy,1,63.65,Autumn
15-05-2022,S001,P0013,Toys,North,81,79,189,85.31,37.09,15,Rainy,0,39.58,Autumn
16-01-2022,S005,P0011,Clothing,West,471,357,183,373.82,67.41,15,Sunny,1,68.55,Winter
26-05-2022,S004,P0007,Electronics,North,71,33,180,47.47,49.34,15,Cloudy,0,48.9,Spring
01-02-2022,S003,P0001,Electronics,East,482,428,122,426.94,16.94,10,Sunny,1,13.74,Spring
23-02-2022,S002,P0019,Clothing,North,189,176,31,192.28,92.96,10,Rainy,0,97.48,Spring
06-01-2022,S003,P0008,Furniture,South,463,231,175,248.13,23.44,20,Sunny,0,25.32,Summer
13-03-2022,S001,P0019,Clothing,East,384,124,116,118.2,76.31,20,Rainy,1,75.84,Summer
26-04-2022,S005,P0012,Electronics,West,256,51,196,58.07,31.08,0,Sunny,0,36.05,Spring
19-05-2022,S005,P0004,Clothing,West,500,208,132,227.75,35.13,20,Rainy,0,39.22,Winter
01-01-2022,S002,P0007,Groceries,West,460,393,70,401.48,91.13,5,Sunny,0,93.33,Summer
11-01-2022,S004,P0008,Electronics,North,104,43,37,47.42,59.22,15,Sunny,0,55.57,Autumn
